newspaper_name,article_title,publication_date,change_id,change_content,change_timestamp,classification
Watson,Unbekannte brechen in Bijouterie in Biberist SO ein und flüchten,2025-11-17T10:29:38Z,,,,
Watson,Irland qualifiziert sich in allerletzter Minute für die WM-Playoffs – die Fans rasten aus,2025-11-17T10:36:18Z,,,,
Watson,Marjorie Taylor Greene spricht im CNN-Interview über Bruch mit Trump,2025-11-17T10:42:46Z,3198,"--- Database Content\n
+++ Fetched Content\n
@@ -5,9 +5,9 @@\n
 November, vertritt Taylor Greene ihre Meinung zu Donald Trump und den Epstein Files in der Öffentlichkeit.

Taylor Greene sagt dort, dass sie Donald Trump weiterhin unterstütze. 
 Weiter sagt sie, dass sie den toxischen Streit in der Politik beenden wolle. 
 Dieser Streit werde seit Jahren ausgetragen und spalte Familien und Freundschaften. 
-

Die Demokratin sagt weiter, dass die Bezeichnung als «Verräterin» sie getroffen habe und die Aussage falsch sei. 
+

Die Republikanerin sagt weiter, dass die Bezeichnung als «Verräterin» sie getroffen habe und die Aussage falsch sei. 
 Zudem würden solche Bezeichnungen ihr Leben in Gefahr bringen. 
-

Grund für die Auseinandersetzung zwischen Marjorie Taylor Greene und Donald Trump seien die Epstein-Fakten und die Diskussion um deren Veröffentlichung. 
+

Grund für die Auseinandersetzung zwischen Marjorie Taylor Greene und Donald Trump seien die Epstein-Akten und die Diskussion um deren Veröffentlichung. 
 Die Abgeordnete sagt im Interview, dass sie auf der Seite der Frauen stehe, die sexuellen Missbrauch erfahren hätten, und sie sich darum für die Veröffentlichung der Akten einsetze. 
 Für dies würde sie sich auch nicht entschuldigen.

Sie wolle sich auch weiterhin für die Veröffentlichung aller Epstein-Akten einsetzen. 
 Diese sind auch der Auslöser für den Bruch zwischen ihr und dem Präsidenten Donald Trump gewesen. 
@@ -21,5 +21,5 @@\n
 Denn der Hauptfokus der amerikanischen Politik sollten die US-Bürger sein, unabhängig davon, auf welcher Seite der Politik man stehe. 
 

Auf die Frage, ob eine Versöhnung mit dem US-Präsidenten möglich sei, antwortete die Abgeordnete, dass sie sehr hoffe, dass sie sich wieder vertragen könnten. 
 Taylor Greene sagt, Amerika müsse zusammenkommen und die «toxische, gefährliche Rhetorik beenden». 
-Sie wolle dementsprechend mit gutem Beispiel vorangehen und hoffe, dass Donald Trump dasselbe tun werde. 
+Sie wolle dementsprechend mit gutem Beispiel vorangehen und hoffe, dass Donald Trump das gleiche tun werde. 
 (nib)",2025-11-17 12:32:09.987965,typo
Watson,Schertenleib trifft für Barcelona im Clásico – Captain Terchoun mit Tor,2025-11-17T10:43:38Z,,,,
Watson,Klage wegen abgeschriebenen altägyptischen Weisheiten endet teuer,2025-11-17T11:00:00Z,,,,
Watson,Polizei verletzt schwerhörige Zwölfjährige in Deutschland lebensgefährlich,2025-11-17T11:47:27Z,,,,
Watson,Beruhigungsmittel in E-Zigaretten: Japan kämpft gegen «Zombie-Vapes»,2025-11-17T11:50:39Z,,,,
Watson,Helvetic Airways erweitert Flotte um weitere Embraer-Maschinen,2025-11-17T12:13:18Z,,,,
Watson,777X-Jets: Boeing sichert sich Milliardenauftrag von Emirates,2025-11-17T12:15:20Z,,,,
Watson,"Warum gerade die riesigen, goldenen Hoden eines Ex-US-Präsidenten versteigert werden",2025-11-17T12:25:19Z,,,,
Watson,Vergé-Déprés souverän im 1/16-Final +++ Hug und Schär triumphieren in Japan,2025-11-17T12:39:07Z,,,,
Watson,Schweizer Goalie Fayulu hext DR Kongo in der WM-Quali weiter – Voodoo-Vorwurf vom Gegner,2025-11-17T12:41:48Z,,,,
Watson,3000 statt 1000 Franken im Monat: So krass unterscheiden sich die Mieten in der Schweiz,2025-11-17T12:49:46Z,,,,
Watson,Hier bezahlst du am meisten für eine Wohnung in der Schweiz – und hier am wenigsten,2025-11-17T12:49:46Z,,,,
Watson,"Xhaka mahnt zur Vorsicht, denn: «Wir wollen nicht in die Geschichte eingehen»",2025-11-17T13:16:15Z,3865,"--- Database Content\n
+++ Fetched Content\n
@@ -1,5 +1,5 @@\n
 Eigentlich ist es klar – aber eben noch nicht ganz. 
-Die direkte Qualifikation für die WM 2026 in Nordamerika ist der Schweiz nur noch zu nehmen, wenn sie in Pristina mit mindestens sechs Toren Unterschied verliert. 
+Die direkte Qualifikation für die WM 2026 in Nordamerika ist der Schweiz nur noch zu nehmen, wenn sie am Dienstagabend (Spielbeginn 2045 Uhr) in Pristina mit mindestens sechs Toren Unterschied verliert. 
 Eine so hohe Niederlage gab es zuletzt vor 62 Jahren, als die Schweizer in einem Testspiel gegen England mit 1:8 untergingen. 
 Dies dürfte gegen einen Gegner, den das Team im September noch 4:0 bezwungen hat, kaum passieren. 
 Oder?

Er habe im Fussball schon viele verrückte Dinge gesehen, mahnt Granit Xhaka. ",2025-11-17 15:02:00.792404,content change
Watson,UBS-Präsident Kelleher spricht mit US-Vertreter über möglichen Umzug in die USA,2025-11-17T13:29:21Z,3817,"--- Database Content\n
+++ Fetched Content\n
@@ -1,7 +1,13 @@\n
 Die UBS soll sich derzeit konkret mit einem Umzug in die USA befassen. 
 Wie die Financial Times berichtet, soll sich Verwaltungsratspräsident Colm Kelleher mit US-Finanzminister Scott Bessent über das Thema unterhalten haben. 
 Dies, falls der Bund bei den neuen Kapitalvorschriften nicht nachgibt.

Kelleher und Bessent sollen bereits mehrere Monate miteinander in Kontakt stehen, heisst es im Bericht. 
-Dabei soll darüber gesprochen worden sein wie ein Umzug der UBS in die USA aussehen könnte. 
+Dabei soll darüber gesprochen worden sein, wie ein Umzug der UBS in die USA aussehen könnte. 
 Auch die US-Regierung um Donald Trump soll einem solchen Umzug gegenüber nicht abgeneigt sein, schreibt die Financial Times. 
 Dabei beruft sie sich auf drei Personen, die Kenntnisse von den Gesprächen haben sollen. 
+

Ursache für die Gespräche soll die neue politische Ausgangslage für die UBS sein. 
+So will der Bund nun strengere Kapitalanforderungen für die Grossbank: Neu soll die UBS zusätzliche 23 Milliarden Dollar an Eigenkapital bereitstellen. 
+Dadurch sollen mögliche Kollapse – wie es zuletzt bei der Credit Suisse passiert war – verhindert werden. 
+Die UBS argumentiert hingegen, diese Regelung bringe einen Nachteil im internationalen Wettbewerb mit sich.

Die UBS bestreitet Pläne für einen möglichen Wegzug in die USA. 
+«Wie wir bereits mehrfach betont haben, wollen wir auch weiterhin erfolgreich als globale Bank von der Schweiz aus agieren», heisst es in einer Stellungnahme gegenüber der Financial Times. 
+Das US-Finanzministerium wollte sich dazu nicht äussern. 
 (dab) 

Mehr folgt in Kürze ...",2025-11-17 14:52:48.550352,content change
Watson,Fix: SCB holt zwei junge Spieler +++ Ambri holt einen Slowaken,2025-11-17T13:41:47Z,11548,"--- Database Content\n
+++ Fetched Content\n
@@ -1,4 +1,6 @@\n
-Der SC Bern hat für die kommenden Jahre – wie von watson-Eismeister Klaus Zaugg angekündigt –  zwei junge Mittelstürmer verpflichtet: Joel Grossniklaus unterschrieb einen Zweijahresvertrag bis 2028, Paul Mottard ist für drei Saisons an den Klub gebunden.

Der 19-jährige Grossniklaus stammt aus Interlaken, durchlief die Nachwuchsabteilung der SCL Tigers und spielt nun Schweden in der U20-Mannschaft von Malmö. 
+Der Finne Markus Granlund (32), 2022 Olympiasieger in Peking, verlängert den Vertrag mit dem Genève-Servette Hockey Club um zwei Saisons bis 2028. 
+Granlund spielt seit 2024 für Servette und buchte in dieser Zeit mehr als einen Punkt pro Spiel. 
+(riz/sda)

Ein Beitrag geteilt von Genève-Servette Hockey Club (@officialgshc)

Der SC Bern hat für die kommenden Jahre – wie von watson-Eismeister Klaus Zaugg angekündigt –  zwei junge Mittelstürmer verpflichtet: Joel Grossniklaus unterschrieb einen Zweijahresvertrag bis 2028, Paul Mottard ist für drei Saisons an den Klub gebunden.

Der 19-jährige Grossniklaus stammt aus Interlaken, durchlief die Nachwuchsabteilung der SCL Tigers und spielt nun Schweden in der U20-Mannschaft von Malmö. 
 Der gleichaltrige Mottard lernte das Handwerk bei Genève-Servette und dem EHC Biel. 
 Derzeit läuft er in der Juniorenliga in Finnland auf. 
 (abu/sda)

A post shared by SC Bern (@sc_bern_official)

Ambri-Piotta vermeldet den Zuzug des slowakischen Verteidigers Michal Cajkovsky. ",2025-11-18 15:42:26.494381,content change
Watson,"So schwierig ist Italiens Weg, um es endlich wieder einmal an eine WM zu schaffen",2025-11-17T14:04:47Z,,,,
Watson,Italien will Winterzeit abschaffen – EU droht ein Zeit-Chaos,2025-11-17T14:05:46Z,,,,
Watson,Ukraine will bis zu 100 französische Rafale-Kampfjets kaufen,2025-11-17T14:14:45Z,,,,
Watson,Russische Milliarden für die Ukraine auf der Zielgeraden,2025-11-17T14:14:45Z,,,,
Watson,Merz und von der Leyen fordern russische Milliarden für die Ukraine,2025-11-17T14:14:45Z,,,,
Watson,Selenskyj in Spanien +++ Russische Armee in 6 afrikanischen Ländern,2025-11-17T14:14:45Z,,,,
Watson,Verletzte bei Drohnenangriff auf Charkiw +++ Selenskyj in Spanien,2025-11-17T14:14:45Z,,,,
Watson,US-Militärdelegation führt Gespräche in Kiew ++ Verletzte bei Drohnenangriff auf Charkiw,2025-11-17T14:14:45Z,,,,
Watson,Polen kritisiert angeblichen Geheimplan +++ 22 Ukrainer vermisst in Ternopil,2025-11-17T14:14:45Z,,,,
Watson,Landesweite Stromausfälle in der Ukraine +++ Polen kritisiert angeblichen Geheimplan,2025-11-17T14:14:45Z,,,,
Watson,Kessler-Zwillinge in Deutschland tot aufgefunden – mit begleiteter Sterbehilfe verstorben,2025-11-17T14:16:16Z,,,,
Watson,Kessler-Zwillinge in Deutschland tot aufgefunden,2025-11-17T14:16:16Z,4010,"--- Database Content\n
+++ Fetched Content\n
@@ -1,5 +1,5 @@\n
 Alica und Ellen Kessler sind im Alter von 89 Jahren gestorben. 
 Dies berichtet die deutsche «Bild»-Zeitung. 
 So sollen die beiden gemeinsam tot in München aufgefunden worden sein. 
-Die Kessler-Zwillinge erlangten als Sängerinnen, Tänzerinnen und Schauspielerinnen Bekanntheit und galten bisweilen als schönste Frauen der Welt. 
+

Die Kessler-Zwillinge erlangten als Sängerinnen, Tänzerinnen und Schauspielerinnen Bekanntheit und galten bisweilen als schönste Frauen der Welt. 
 (dab) 

Mehr folgt in Kürze ...",2025-11-17 15:32:20.242619,typo
Watson,Die Schweiz zahlt pro Kopf europaweit am meisten für die Gesundheit,2025-11-17T14:19:01Z,,,,
Watson,"Migros, Coop, Aldi und Co. wollen kein US-Fleisch in den Regalen",2025-11-17T14:29:46Z,,,,
Watson,US-Fleisch ist Teil des neuen Zoll-Deals – doch Schweizer Supermärkte wollen dieses nicht,2025-11-17T14:29:46Z,4590,"--- Database Content\n
+++ Fetched Content\n
@@ -2,25 +2,25 @@\n
 November, haben Bundesrat Guy Parmelin und Seco-Chefin Helene Budliger Artieda bekannt gegeben, dass die Schweiz und die USA einen neuen Zolldeal haben. 
 Statt 39 Prozent bezahlt die Schweiz künftig noch 15 Prozent Zölle. 
 

Eine der Bedingungen ist, dass die Schweiz bis 2028 200 Milliarden US-Dollar in amerikanische Unternehmen investieren soll. 
-Aus den Statements des weissen Hauses geht hervor, dass die Schweiz zusätzlich auch Fleisch aus US-Produktionen kaufen soll. 
-Dies berichtet der «Blick».

Konkret soll die Schweiz 500 Tonnen Rindfleisch, 1000 Tonnen Bisonfleisch und 1500 Tonnen Geflügelfleisch kaufen. 
-

Bei den 1500 Tonnen Geflügelfleisch soll es sich auch um die Chlorhühner handeln. 
+Aus den Statements des Weissen Hauses geht hervor, dass die Schweiz zusätzlich auch Fleisch aus US-Produktionen kaufen soll. 
+Dies berichtet der Blick.

Konkret soll die Schweiz 500 Tonnen Rindfleisch, 1000 Tonnen Bisonfleisch und 1500 Tonnen Geflügelfleisch kaufen. 
+

Bei den 1500 Tonnen Geflügelfleisch soll es sich auch um Chlorhühner handeln. 
 Bei diesen handelt es sich um Hühner, die nach der Schlachtung in einer verdünnten Chlorlösung desinfiziert werden, um Bakterien abzutöten. 
 Diese Methode ist in der Schweiz verboten und entsprechend auch der Import der Chlorhühner aus dem Ausland. 
 

Der Bund selbst wird jedoch kein US-Fleisch kaufen, sondern die Schweizer Fleischunternehmen. 
-

Auf Anfrage des Blicks sagt die Migros, dass sie weiterhin, wo immer möglich, Schweizer Fleisch einsetzen würde. 
+

Auf Anfrage des «Blicks» sagt die Migros, dass sie weiterhin, wo immer möglich, Schweizer Fleisch einsetzen würde. 
 Der neue US-Deal habe keinen Einfluss auf die Beschaffung ihres Sortiments. 
 

Ähnlich klingt es bei Coop. 
-Der Detailhandelsriese sagt gegenüber dem Blick, dass er aktuell keinen Bedarf an US-Fleischprodukten hätte. 
+Der Detailhandelsriese sagt gegenüber dem «Blick», dass er aktuell keinen Bedarf an US-Fleischprodukten hätte. 
 Ihre Priorität läge auf Schweizer Fleisch. 
 

Auch die Discounter Lidl und Aldi hätten kein Interesse an US-Fleisch und seien mit ihren Schweizer Lieferanten zufrieden. 
-Denner sagt auf Anfrage von Blick, dass eine Aufnahme ins Sortiment nicht vorgesehen sei. 
-Der Detailhänder werde die Entwicklung jedoch aufmerksam verfolgen.

Alle Schweizer Detailhändler betonen, dass das Schweizer Fleisch in ihren Regalen Vorrang habe. 
+Denner sagt auf Anfrage von «Blick», dass eine Aufnahme ins Sortiment nicht vorgesehen sei. 
+Der Detailhändler werde die Entwicklung jedoch aufmerksam verfolgen.

Alle Schweizer Detailhändler betonen, dass das Schweizer Fleisch in ihren Regalen Vorrang habe. 
 Es gibt eine höhere Nachfrage an Fleisch, die die Schweizer Produzenten nicht abdecken können, deshalb stammt ein Teil des Fleisches bereits aus dem Ausland.

Beim Poulet sind es knapp 65 Prozent. 
 Der Grossteil stammt aus Brasilien, Ungarn oder aus Deutschland. 
 Beim Rindfleisch sind es knapp 80 Prozent, dieses kommt aus Deutschland und teils aus Südamerika. 
 

US-Fleisch ist deutlich stärker mit Hormonen belastet. 
-Diese Hormonkonzentration müsse beim Verkauf entsprechend gekennzeichnet werden, wie Philippe Häberli vom Branchenverband Proviande gegenüber dem Blick sagt. 
+Diese Hormonkonzentration müsse beim Verkauf entsprechend gekennzeichnet werden, wie Philippe Häberli vom Branchenverband Proviande gegenüber dem «Blick» sagt. 
 Dies schrecke die Käufer laut einer Umfrage eher ab. 
 Da beim Fleischkauf in der Schweiz viel öfter auf die Lokalität und Herkunft geachtet werde. 
 (nib)",2025-11-17 17:22:34.550421,typo
Watson,Mit diesem neuen Instrument sollen Skigebiete die Zukunft bewältigen,2025-11-17T14:36:21Z,4326,"--- Database Content\n
+++ Fetched Content\n
@@ -1,18 +1,18 @@\n
-Die Schweiz und das Skifahren, das ist eine emotionale Sache – nicht nur, wenn Marco Odermatt, Lara Gut-Behrami oder Wendy Holdener und Loic Meillard um Weltcuppunkte fahren. 
+Die Schweiz und das Skifahren, das ist eine emotionale Sache – nicht nur, wenn Marco Odermatt, Lara Gut-Behrami oder Wendy Holdener und Loïc Meillard um Weltcuppunkte fahren. 
 Nein, Skiferien und Skifahren, das gehört bei vielen Schweizerinnen und Schweizern zu einem perfekten Winter einfach dazu. 
 

Denn die Lust ist ungebrochen: «Winterferien und Pistensport sind weiterhin hochbegehrt. 
 Die Schweizer würden die Nähe zum Schnee verlieren? 
 Solange man die Schneeberge auch in Städten wie Zürich sieht, ist das nicht so», erklärt Berno Stoffel, Geschäftsführer Seilbahnen Schweiz.

Gesagt hat er dies am Montagmittag beim Mediengespräch zur «Zukunft des Wintertourismus» vor einer Journalistenrunde. 
-Seilbahnen Schweiz und Schweiz Tourismus haben mit dem SLF, der ETH und MeteoSchweiz den «Kompass Schnee» entwickelt, der die Schneesituation in der vom Klimawandel geprägten Zukunft aufzeigt und daran angepasste Strategien für den Wintertourismus vorschlägt. 
+Seilbahnen Schweiz und Schweiz Tourismus haben mit dem SLF, der ETH und MeteoSchweiz den Kompass Schnee entwickelt, der die Schneesituation in der vom Klimawandel geprägten Zukunft aufzeigt und daran angepasste Strategien für den Wintertourismus vorschlägt. 
 

Denn bisher war das Spektrum gross. 
 Von Klimaleugnern bis Winter-Endzeitszenario-Skizzierern gehen die Meinungen diametral auseinander. 
-Der «Kompass Schnee» soll hier mit Fakten entgegentreten. 
-Wichtg sei gewesen, ein Tool zu bauen, damit die Skigebiete aufgrund von Daten entscheiden können. 
-Es geht auch um Validierung von informellem Wissen.

Oder wie es Schweiz-Tourismus-Direktor Martin Nydegger beschreibt: «Mit dem ‹Kompass Schnee› kommen wir von einer Meinungs- und hoffnungsbasierten Herangehensweise auf eine datenbasierende.» 

Entstanden ist ein «strategisches Organisationsinstrument auf der Grundlage wissenschaftlicher Daten, mit denen sich die Auswirkungen des Klimawandels gezielt bewerten und die notwendigen Anpassungen planen lassen». 
-Der Kompass setzt sich aus sechs Modulen wie natürliche Schneedecke, Beschneiung oder Schneeabhängigkeit zusammen. 
-Eines der Module sind die Anpassungsstrategien.

Festhalten will Stoffel jedoch: «Dies ist kein Rezept. 
+Der Kompass Schnee soll hier mit Fakten entgegentreten. 
+Wichtig sei gewesen, ein Tool zu bauen, damit die Skigebiete aufgrund von Daten entscheiden können. 
+Es geht auch um Validierung von informellem Wissen.

Oder wie es Schweiz-Tourismus-Direktor Martin Nydegger beschreibt: «Mit dem Kompass Schnee kommen wir von einer meinungs- und hoffnungsbasierten Herangehensweise auf eine datenbasierte.» 

Entstanden ist ein «strategisches Organisationsinstrument auf der Grundlage wissenschaftlicher Daten, mit denen sich die Auswirkungen des Klimawandels gezielt bewerten und die notwendigen Anpassungen planen lassen». 
+Der Kompass setzt sich aus sechs Modulen zusammen, etwa natürliche Schneedecke, Beschneiung oder Schneeabhängigkeit. 
+Eines der Module umfasst die Anpassungsstrategien.

Festhalten will Stoffel jedoch: «Dies ist kein Rezept. 
 Es gibt auch keine Ampel, welche für jedes Skigebiet Rot, Orange oder Grün zeigt.» Es gibt drei verschiedene Strategien – A, B und C. 
-Je nachdem, in welchem Bereich ein heutigs Skigebiet liegt. 
+Je nachdem, in welchem Bereich ein heutiges Skigebiet liegt. 
 Jede Strategie wird dann nochmals verfeinert. 
 Jedoch können sich diese Strategien auch mischen. 
 

Die Verantwortlichen des «Kompass Schnee» hüten sich denn auch, Skigebiete zu klassifizieren oder zu sagen, wie viele Schweizer Skigebiete sie ungefähr in welcher Strategie sehen. ",2025-11-17 16:32:43.029567,content change
Watson,Ex-Weltmeister Anthony Joshua kämpft gegen Influencer Jake Paul,2025-11-17T14:50:53Z,,,,
Watson,Tote Hosen geben im Juni 2027 Konzert in Bern,2025-11-17T15:09:46Z,,,,
Watson,Trump hat keine Grundlage für Verleumdungsklage gegen BBC,2025-11-17T15:11:31Z,,,,
Watson,Trump signalisiert Bereitschaft für Treffen mit Mamdani,2025-11-17T15:11:31Z,,,,
Watson,In Anklage gegen Ex-FBI-Chef gerät US-Regierung selbst unter Verdacht,2025-11-17T15:11:31Z,,,,
Watson,Trump will Saudi-Arabien F-35-Kampfjets verkaufen,2025-11-17T15:11:31Z,,,,
Watson,TikToker hängen eigenes Bild auf – so lange hing es im Louvre,2025-11-17T15:58:18Z,8926,"--- Database Content\n
+++ Fetched Content\n
@@ -7,4 +7,4 @@\n
 Wegen der Sicherheitsmassnahmen hätten die zwei Männer ihr Bild nicht noch näher an der «Mona Lisa» aufhängen können.

Der Louvre gilt als das meistbesuchte Museum der Welt. 
 Zuletzt war er in die Schlagzeilen geraten, weil Diebe vor rund einem Monat in einem spektakulären Raubzug in das Museum eingedrungen waren und Schmuckstücke im Wert von etwa 88 Millionen Euro entwendet hatten. 
 Der Vorfall hatte auch eine Debatte über die Sicherheit des Museums ausgelöst. 
-(sda/dpa)
+

(sda/dpa)",2025-11-18 07:12:11.544717,typo
Watson,"15 Grafiken, die zeigen, wie sich der Stadt-Land-Graben in der Schweiz vergrössert",2025-11-17T16:00:00Z,4747,"--- Database Content\n
+++ Fetched Content\n
@@ -3,7 +3,7 @@\n
 Besonders bemerkenswert: Immer mehr Menschen fühlen sich der Landbevölkerung zugehörig – selbst jene, deren Gemeinden objektiv immer urbaner werden.

Politisch ist die Schweiz so gespalten wie selten zuvor. 
 Der dritte Stadt-Land-Monitor nach 2021 und 2023 zeigt, dass sechs der zehn Abstimmungen mit den grössten Grossstadt-Land-Differenzen seit 1980 in den letzten fünf Jahren stattfanden. 
 Vorlagen zu Klima, Landwirtschaft und Wohnraum polarisierten dabei besonders. 
-Beim CO2-Gesetz, der Biodiversitätsinitiative oder der Trinkwasserinitiative lagen die Differenzen zwischen Grossstädten und Land bei über 30 Prozentpunkten.

Unsere Vorher-Nachher-Grafik der politischen Landkarte macht klar: Die grossen Städte bewegten sich in den letzten 35 Jahren immer weiter Richtung progressiv-liberal, während das Land im rechts-konservativen Quadranten verharrt. 
+Beim CO2-Gesetz, der Biodiversitätsinitiative oder der Trinkwasserinitiative lagen die Differenzen zwischen Grossstädten und Land bei über 30 Prozentpunkten.

Unsere Vorher-nachher-Grafik der politischen Landkarte macht klar: Die grossen Städte bewegten sich in den letzten 35 Jahren immer weiter Richtung progressiv-liberal, während das Land im rechts-konservativen Quadranten verharrt. 
 Die Agglomeration liegt – politisch wie mental – irgendwo dazwischen, kippt aber zunehmend in Richtung des «ländlichen Pols».

Der Monitor zeigt auch, dass viele Schweizerinnen und Schweizer den Gegensatz zwischen Stadt und Land als echte Belastungsprobe empfinden: Mittlerweile sind es 35 Prozent, das sind fast doppelt so viele wie 2023. 
 Besonders in den Städten wächst die Sorge um den nationalen Zusammenhalt.

Kein Wunder: Denn die Studie zeigt auch, dass sich die grossen Städte in immer mehr Abstimmungen in der Minderheit wiederfinden. 
 Seit 2020 wurden sie bei 35 Prozent der Vorlagen von der Landbevölkerung überstimmt. ",2025-11-17 17:55:56.111670,typo
Watson,Tempo 350: Spanien will die schnellsten Züge Europas,2025-11-17T16:30:08Z,,,,
Watson,Warum Trump das Vertrauen verliert,2025-11-17T16:33:26Z,,,,
Watson,Bewegung im Epstein-Fall: Das ist die letzten Tage passiert,2025-11-17T16:33:50Z,,,,
Watson,Vergiftungsdrama in Istanbul: Mit Vater verstirbt letztes Familienmitglied,2025-11-17T17:14:52Z,4956,"--- Database Content\n
+++ Fetched Content\n
@@ -1,21 +1,17 @@\n
-Nach dem Tod der Hamburger Mutter und ihrer zwei Kinder ist nun auch der Vater in Istanbul gestorben. 
+Nach dem Tod einer Hamburger Mutter und ihrer zwei Kinder ist nun auch der Vater in Istanbul gestorben. 
 Das teilte der Chef der Istanbuler Gesundheitsdirektion, Abdullah Emre Güner, auf X mit. 
-

Mehrere Tage nach dem Tod einer Hamburger Mutter und ihrer zwei Kinder bei einem Türkeiurlaub in Istanbul gibt der Fall den Ermittlern Rätsel auf. 
-Bislang gehen die Behörden von Lebensmittelvergiftung als Ursache aus, ermittelt wird jedoch in mehrere Richtungen. 
-Zuletzt war auch das Hotel der Familie in den Fokus geraten, nachdem zwei weitere Touristen mit Vergiftungserscheinungen ins Spital eingeliefert worden waren.

Die Behörden evakuierten das Hotel im Stadtteil Fatih nach Angaben der staatlichen Nachrichtenagentur Anadolu am Samstagabend und versiegelten das Gebäude. 
-Die Gäste wurden verlegt. 
-In Istanbul wurde offiziellen Angaben zufolge kein ungewöhnlicher Anstieg von Lebensmittelvergiftungsfällen festgestellt.

Medienberichten zufolge wurden inzwischen acht Verdächtige festgenommen: bereits am Freitag vier Streetfood-Verkäufer, am Samstag drei weitere Verdächtige, darunter ein Verantwortlicher des Hotels, und zuletzt ein Bäcker aus der Gegend des Hotels. 
+Die Ermittlungen zur Ursache der Todesfälle halten an.

Im Verdacht steht Medienberichten zufolge eine Lebensmittelvergiftung oder eine Vergiftung durch Chemikalien zur Schädlingsbekämpfung. 
+Ein offizielles Gutachten zur Todesursache steht noch aus.

Nach Medienberichten wurden inzwischen elf Verdächtige festgenommen, darunter Essensverkäufer, Mitarbeiter des Hotels der Familie im Stadtteil Fatih und Mitarbeiter einer Firma für Schädlingsbekämpfung. 
 Ob die Festnahmen miteinander in Zusammenhang stehen, war unklar. 
-Die Behörden äusserten sich zunächst nicht.

Die Spurensicherung der Polizei nahm Anadolu zufolge auch Proben des Trinkwassers und nahm sämtliche Gegenstände mit, um sie im Labor zu untersuchen. 
-Ein Zimmer im Erdgeschoss sei zudem mit Chemikalien desinfiziert worden – mutmasslich handele es sich dabei um Pestizide zur Schädlingsbekämpfung.

Vater, Mutter, der sechs Jahre alte Sohn und die drei Jahre alte Tochter waren vor einer Woche nach Istanbul gereist. 
-Am Mittwoch war die Familie Anadolu zufolge wegen Übelkeit und Erbrechens in ein Spital mit Verdacht auf Lebensmittelvergiftung eingeliefert und zwischenzeitlich entlassen worden.

Nachdem sich der Zustand verschlechtert hatte, wurde die gesamte Familie in der Nacht erneut in ein Krankenhaus gebracht. 
-Kurz darauf starben beide Kinder, danach am Freitag die Mutter. 
-Der Vater lag länger auf der Intensivstation und ist am Montag nun auch verstorben.

Genaueren Aufschluss über die Todesursache sollen Laborergebnisse geben, die noch ausstehen. 
-Ein erster Autopsiebericht lieferte Anadolu zufolge kaum nennenswerte Hinweise.

Die drei Hamburger wurden am Samstag im westtürkischen Afyonkarahisar beigesetzt. 
-Bei den neuen Krankheitsfällen handele es sich um Touristen aus Italien und Marokko.

Der Chef der Istanbuler Gesundheitsdirektion, Abdullah Emre Güner, schrieb auf X, der Zustand der beiden Touristen sei gut, sie würden weiter beobachtet. 
-Ein weiterer Urlauber, der mit den beiden im Zimmer übernachtete, sei wegen eines verlangsamten Herzschlages untersucht worden. 
-Sein Zustand sei gut.

Bei den vier Festgenommenen von Freitag handelt es sich dem Staatssender TRT zufolge um Verkäufer von Süssigkeiten, gefüllten Muscheln und einem Gericht aus Kalbsdärmen (Kokorec). 
-Ihnen werde fahrlässige Tötung vorgeworfen, berichtete Anadolu. 
-Demnach sind alle Verdächtigen wegen anderer Delikte vorbestraft. 
-Die Behörden liessen zudem einen Laden schliessen, in dem die Familie gegessen haben soll. 
-(sda/dpa)
+Die Behörden äusserten sich zunächst nicht.

Das Hotel der Familie wurde inzwischen evakuiert und versiegelt. 
+Zuvor waren zwei weitere Touristen aus demselben Hotel mit Vergiftungserscheinungen im Krankenhaus behandelt worden. 
+Ein Zimmer sei mit Chemikalien zur Ungezieferbekämpfung desinfiziert worden, hiess es.

Vater, Mutter und die Kinder waren vor mehr als einer Woche nach Istanbul gereist. 
+Die Familie soll am Dienstag um die Mittagszeit in den Stadtteil Ortaköy gefahren sein. 
+Das habe der Vater der Familie ausgesagt, bevor sich sein Zustand verschlechtert habe, berichtet die Zeitung «Sabah». 
+Dort hatte die Familie verschiedene Streetfood-Gerichte zu sich genommen.

Am Mittwoch sei die Familie zunächst wegen Übelkeit und Erbrechens in ein Krankenhaus mit Verdacht auf Lebensmittelvergiftung eingeliefert worden, berichtete die staatliche Nachrichtenagentur Anadolu. 
+Später sei die gesamte Familie erneut in Krankenhäuser gekommen. 
+Zunächst seien beide Kinder gestorben, dann im Abstand einiger Stunden auch die Mutter. 
+Die Behörden liessen einen Laden im Bezirk Besiktas auf unbestimmte Zeit versiegeln.

Türkischen Medien zufolge hat die Familie türkische Wurzeln und war in den Urlaub nach Istanbul gereist. 
+Das Auswärtige Amt bestätigte, es handele sich um deutsche Staatsbürger. 
+Die Mutter und die Kinder wurden inzwischen im westtürkischen Afyonkarahisar beigesetzt. 
+(sda/dpa) ",2025-11-17 18:36:08.173048,typo
Watson,Diese Schuhe «verändern dein Bewusstsein» – und Englands Fussballer schwören darauf,2025-11-17T17:34:25Z,,,,
Watson,Was das legendäre «Cartelo de los Soles» mit der US-Venezuela-Offensive zu tun hat,2025-11-17T17:57:13Z,,,,
